id,ch_prob,churn_probability
70521,0.0,0
70522,0.0,0
70523,0.0,0
70524,0.0,0
70525,0.0,0
70526,0.0,0
70527,0.0,0
70528,0.0,0
70529,4.453104819095236e-157,0
70530,0.0,0
70531,1.0618120700272705e-158,0
70532,0.0,0
70533,0.0,0
70534,0.0,0
70535,0.0,0
70536,0.0,0
70537,0.0,0
70538,1.6652926295106314e-277,0
70539,0.0,0
70540,0.0,0
70541,0.0,0
70542,0.0,0
70543,0.0,0
70544,0.0,0
70545,0.0,0
70546,0.0,0
70547,1.0,1
70548,0.0,0
70549,0.0,0
70550,0.0,0
70551,0.0,0
70552,0.0,0
70553,0.0,0
70554,0.0,0
70555,0.0,0
70556,0.0,0
70557,0.0,0
70558,1.6319281848629068e-73,0
70559,0.0,0
70560,0.0,0
70561,0.0,0
70562,0.0,0
70563,0.0,0
70564,0.0,0
70565,0.0,0
70566,6.254177269756571e-227,0
70567,1.6753117116103212e-165,0
70568,0.0,0
70569,0.0,0
70570,0.0,0
70571,1.0,1
70572,0.0,0
70573,1.0,1
70574,0.0,0
70575,0.0,0
70576,1.0,1
70577,0.0,0
70578,0.0,0
70579,1.0,1
70580,0.0,0
70581,6.592625979718583e-32,0
70582,0.0,0
70583,0.0,0
70584,0.0,0
70585,5.6981272753537765e-244,0
70586,0.0,0
70587,6.7995238406218725e-62,0
70588,0.0,0
70589,0.0,0
70590,0.0,0
70591,0.0,0
70592,0.0,0
70593,0.0,0
70594,0.0,0
70595,0.0,0
70596,0.0,0
70597,0.0,0
70598,0.0,0
70599,0.0,0
70600,0.0,0
70601,0.0,0
70602,0.0,0
70603,0.0,0
70604,0.0,0
70605,0.0,0
70606,0.0,0
70607,0.0,0
70608,1.1445890462685971e-229,0
70609,1.0,1
70610,0.0,0
70611,1.6089455980495118e-187,0
70612,0.0,0
70613,0.0,0
70614,0.0,0
70615,0.0,0
70616,5.805749233886797e-231,0
70617,0.0,0
70618,0.0,0
70619,0.0,0
70620,0.0,0
70621,0.0,0
70622,0.0,0
70623,0.0,0
70624,0.0,0
70625,0.0,0
70626,4.6928148565855376e-194,0
70627,2.2961476476859843e-213,0
70628,0.0,0
70629,1.0,1
70630,0.0,0
70631,9.98567168012089e-28,0
70632,0.0,0
70633,0.0,0
70634,0.0,0
70635,0.0,0
70636,0.0,0
70637,0.0,0
70638,0.0,0
70639,1.0,1
70640,1.0,1
70641,0.0,0
70642,1.0,1
70643,0.0,0
70644,0.0,0
70645,0.0,0
70646,6.7496087523811305e-109,0
70647,0.0,0
70648,0.0,0
70649,7.166253215117303e-141,0
70650,0.0,0
70651,0.0,0
70652,0.0,0
70653,0.0,0
70654,0.0,0
70655,0.0,0
70656,0.0,0
70657,0.0,0
70658,0.0,0
70659,5.831722823752977e-100,0
70660,0.0,0
70661,0.0,0
70662,0.0,0
70663,1.0,1
70664,0.0,0
70665,0.0,0
70666,0.0,0
70667,0.0,0
70668,0.0,0
70669,2.4015789509355293e-141,0
70670,1.0,1
70671,1.0,1
70672,0.0,0
70673,0.0,0
70674,2.1906733965149367e-76,0
70675,0.0,0
70676,0.0,0
70677,0.0,0
70678,0.0,0
70679,1.0,1
70680,0.0,0
70681,3.905647160458637e-301,0
70682,0.0,0
70683,0.0,0
70684,0.0,0
70685,6.186791696069792e-138,0
70686,0.0,0
70687,1.0,1
70688,0.0,0
70689,0.0,0
70690,2.275871532435946e-236,0
70691,0.0,0
70692,0.0,0
70693,0.0,0
70694,0.0,0
70695,1.0,1
70696,0.0,0
70697,1.0,1
70698,0.0,0
70699,0.9999999999999998,1
70700,0.0,0
70701,0.0,0
70702,0.0,0
70703,0.0,0
70704,0.0,0
70705,0.0,0
70706,5.739201581698692e-195,0
70707,0.0,0
70708,0.0,0
70709,0.0,0
70710,3.132725467311006e-252,0
70711,0.0,0
70712,0.0,0
70713,0.0,0
70714,0.0,0
70715,2.943116525536615e-188,0
70716,0.0,0
70717,1.9344603455765783e-221,0
70718,0.0,0
70719,0.0,0
70720,0.0,0
70721,4.300674912392964e-114,0
70722,0.0,0
70723,6.584285069471196e-204,0
70724,0.0,0
70725,6.360209753902871e-197,0
70726,0.0,0
70727,0.0,0
70728,0.0,0
70729,0.0,0
70730,0.0,0
70731,0.0,0
70732,0.0,0
70733,0.0,0
70734,4.8864748403416495e-303,0
70735,0.0,0
70736,0.0,0
70737,0.0,0
70738,1.6031689007973054e-111,0
70739,0.0,0
70740,2.0009599016213254e-297,0
70741,0.0,0
70742,1.2876710779499033e-238,0
70743,0.0,0
70744,0.0,0
70745,0.0,0
70746,0.0,0
70747,0.0,0
70748,1.2056578381831616e-63,0
70749,9.309948789072561e-103,0
70750,0.0,0
70751,0.0,0
70752,0.0,0
70753,0.0,0
70754,0.0,0
70755,3.2730037017299916e-88,0
70756,0.0,0
70757,0.0,0
70758,0.0,0
70759,2.661783196086188e-06,0
70760,5.610231063263682e-203,0
70761,1.0,1
70762,0.0,0
70763,0.0,0
70764,1.662451309212537e-96,0
70765,0.0,0
70766,0.0,0
70767,0.0,0
70768,6.492247717582412e-66,0
70769,0.0,0
70770,1.7024557065566533e-268,0
70771,0.0,0
70772,1.0,1
70773,0.0,0
70774,0.0,0
70775,0.0,0
70776,4.64917002489495e-289,0
70777,1.7173675941938234e-178,0
70778,0.0,0
70779,1.0,1
70780,0.0,0
70781,1.3393801579119438e-208,0
70782,1.0,1
70783,0.0,0
70784,0.0,0
70785,0.0,0
70786,1.0,1
70787,0.0,0
70788,0.0,0
70789,0.0,0
70790,2.8500405878267186e-165,0
70791,0.0,0
70792,0.0,0
70793,0.0,0
70794,0.0,0
70795,0.0,0
70796,0.0,0
70797,1.0344118398839055e-60,0
70798,0.0,0
70799,2.810226634033057e-250,0
70800,0.0,0
70801,0.0,0
70802,0.0,0
70803,0.0,0
70804,1.2356335072473722e-205,0
70805,0.0,0
70806,0.0,0
70807,0.0,0
70808,0.0,0
70809,0.0,0
70810,1.630484670876117e-264,0
70811,0.0,0
70812,7.59330053220634e-215,0
70813,1.9735365352137494e-82,0
70814,1.0,1
70815,1.0,1
70816,0.0,0
70817,0.0,0
70818,7.921871922839826e-257,0
70819,1.0942899956237036e-36,0
70820,3.4050791817174517e-161,0
70821,4.570187444155324e-285,0
70822,0.0,0
70823,1.352178300914057e-209,0
70824,1.0,1
70825,1.0,1
70826,0.0,0
70827,1.0,1
70828,0.0,0
70829,0.0,0
70830,0.0,0
70831,0.0,0
70832,0.0,0
70833,0.0,0
70834,0.0,0
70835,1.0,1
70836,1.8283992731264927e-297,0
70837,6.386758595933191e-127,0
70838,2.1849791641840055e-230,0
70839,4.928896728687628e-236,0
70840,0.0,0
70841,0.0,0
70842,0.0,0
70843,0.0,0
70844,4.1534943093302014e-259,0
70845,0.0,0
70846,1.0,1
70847,1.0,1
70848,0.0,0
70849,0.0,0
70850,0.0,0
70851,0.0,0
70852,1.0,1
70853,0.0,0
70854,1.0,1
70855,0.0,0
70856,0.0,0
70857,2.1303843749679845e-276,0
70858,4.8720412000955325e-260,0
70859,0.0,0
70860,0.0,0
70861,0.0,0
70862,1.0,1
70863,0.0,0
70864,0.0,0
70865,0.0,0
70866,1.0,1
70867,0.0,0
70868,0.0,0
70869,1.0,1
70870,5.447065562627545e-122,0
70871,0.0,0
70872,0.0,0
70873,0.0,0
70874,0.0,0
70875,0.0,0
70876,0.0,0
70877,2.605095457618016e-227,0
70878,0.0,0
70879,0.0,0
70880,0.0,0
70881,0.0,0
70882,3.836981811012831e-209,0
70883,0.0,0
70884,0.0,0
70885,0.0,0
70886,1.0,1
70887,0.0,0
70888,1.1667432505257777e-213,0
70889,1.9029685690319898e-229,0
70890,0.0,0
70891,0.0,0
70892,0.0,0
70893,0.0,0
70894,0.0,0
70895,0.0,0
70896,0.0,0
70897,0.0,0
70898,0.0,0
70899,0.0,0
70900,1.0,1
70901,0.0,0
70902,0.0,0
70903,0.0,0
70904,0.0,0
70905,0.0,0
70906,0.0,0
70907,0.0,0
70908,0.0,0
70909,0.0,0
70910,0.0,0
70911,0.0,0
70912,2.127370791785524e-235,0
70913,0.0,0
70914,0.0,0
70915,0.0,0
70916,0.0,0
70917,0.0,0
70918,0.0,0
70919,0.0,0
70920,9.812556264950066e-165,0
70921,0.0,0
70922,0.0,0
70923,0.0,0
70924,0.0,0
70925,0.0,0
70926,1.4209539106845557e-242,0
70927,0.0,0
70928,0.0,0
70929,1.0,1
70930,0.0,0
70931,0.0,0
70932,3.840426179400483e-08,0
70933,0.0,0
70934,0.9999999991183612,1
70935,1.0,1
70936,0.0,0
70937,0.0,0
70938,0.0,0
70939,0.0,0
70940,0.0,0
70941,0.0,0
70942,1.0,1
70943,3.753331668117526e-249,0
70944,0.0,0
70945,0.0,0
70946,0.0,0
70947,0.0,0
70948,0.0,0
70949,3.78360705804341e-100,0
70950,0.0,0
70951,0.0,0
70952,0.0,0
70953,0.0,0
70954,0.0,0
70955,0.0,0
70956,0.0,0
70957,2.489011787962053e-128,0
70958,0.0,0
70959,1.0,1
70960,0.0,0
70961,0.0,0
70962,0.0,0
70963,0.0,0
70964,0.0,0
70965,0.0,0
70966,0.0,0
70967,0.0,0
70968,0.0,0
70969,0.0,0
70970,0.0,0
70971,2.409557272799724e-77,0
70972,0.0,0
70973,0.0,0
70974,0.0,0
70975,2.259584500816111e-236,0
70976,8.239774404778493e-278,0
70977,0.0,0
70978,0.0,0
70979,2.1481962818215406e-283,0
70980,4.767535470779375e-279,0
70981,0.0,0
70982,1.0,1
70983,0.0,0
70984,0.0,0
70985,0.0,0
70986,0.0,0
70987,0.0,0
70988,0.0,0
70989,0.0,0
70990,0.0,0
70991,0.0,0
70992,0.0,0
70993,0.0,0
70994,0.0,0
70995,1.0,1
70996,0.0,0
70997,3.208946133743858e-297,0
70998,0.0,0
70999,0.0,0
71000,0.0,0
71001,0.0,0
71002,0.0,0
71003,7.547113749324213e-38,0
71004,0.0,0
71005,0.0,0
71006,0.0,0
71007,1.0,1
71008,0.0,0
71009,6.924716945559072e-261,0
71010,0.0,0
71011,0.0,0
71012,0.0,0
71013,0.0,0
71014,0.0,0
71015,0.0,0
71016,0.0,0
71017,0.0,0
71018,3.2476151000133204e-248,0
71019,2.359711463965975e-11,0
71020,0.0,0
71021,0.0,0
71022,0.0,0
71023,0.0,0
71024,0.0,0
71025,1.0,1
71026,0.0,0
71027,0.0,0
71028,0.0,0
71029,0.0,0
71030,0.0,0
71031,0.0,0
71032,1.0,1
71033,0.0,0
71034,0.0,0
71035,0.0,0
71036,0.0,0
71037,0.0,0
71038,0.0,0
71039,0.0,0
71040,1.0,1
71041,0.0,0
71042,0.0,0
71043,3.72510991000709e-99,0
71044,0.0,0
71045,0.0,0
71046,0.0,0
71047,1.0,1
71048,0.0,0
71049,5.874415616639361e-266,0
71050,0.0,0
71051,0.0,0
71052,0.0,0
71053,1.0,1
71054,0.0,0
71055,0.0,0
71056,0.0,0
71057,0.0,0
71058,0.0,0
71059,0.0,0
71060,0.9999999949139253,1
71061,0.0,0
71062,0.0,0
71063,0.0,0
71064,0.0,0
71065,0.0,0
71066,3.9132674617627954e-134,0
71067,1.0,1
71068,0.0,0
71069,1.0,1
71070,0.0,0
71071,6.725697716274129e-117,0
71072,0.0,0
71073,1.0,1
71074,0.0,0
71075,0.0,0
71076,0.0,0
71077,0.0,0
71078,0.0,0
71079,0.0,0
71080,0.0,0
71081,0.0,0
71082,2.095721465625694e-121,0
71083,0.0,0
71084,0.0,0
71085,1.0,1
71086,0.0,0
71087,0.0,0
71088,0.0,0
71089,0.0,0
71090,2.4869071208000431e-113,0
71091,0.0,0
71092,0.0,0
71093,1.0,1
71094,0.0,0
71095,1.0,1
71096,0.0,0
71097,0.0,0
71098,0.0,0
71099,0.0,0
71100,0.0,0
71101,0.0,0
71102,0.0,0
71103,0.0,0
71104,0.0,0
71105,0.0,0
71106,0.0,0
71107,0.0,0
71108,0.0,0
71109,0.0,0
71110,0.0,0
71111,0.0,0
71112,0.0,0
71113,1.0,1
71114,0.0,0
71115,0.0,0
71116,1.0,1
71117,0.0,0
71118,0.0,0
71119,2.708769549636934e-279,0
71120,0.0,0
71121,1.0,1
71122,1.0,1
71123,0.0,0
71124,1.7747714002546057e-51,0
71125,0.0,0
71126,0.0,0
71127,0.0,0
71128,0.0,0
71129,0.0,0
71130,0.0,0
71131,0.0,0
71132,1.1446485994522133e-177,0
71133,4.271313503192145e-141,0
71134,4.674537270896186e-281,0
71135,0.0,0
71136,2.053171030290823e-229,0
71137,0.0,0
71138,0.0,0
71139,0.0,0
71140,0.0,0
71141,0.0,0
71142,0.0,0
71143,1.491935342396401e-273,0
71144,0.0,0
71145,0.0,0
71146,0.0,0
71147,7.566543893850733e-302,0
71148,0.0,0
71149,0.0,0
71150,1.0,1
71151,0.0,0
71152,0.0,0
71153,0.0,0
71154,5.532236733193132e-208,0
71155,0.0,0
71156,1.0746722388681066e-49,0
71157,0.0,0
71158,0.0,0
71159,0.0,0
71160,0.0,0
71161,0.0,0
71162,5.224644275459428e-22,0
71163,0.0,0
71164,0.0,0
71165,1.474104067502355e-111,0
71166,0.0,0
71167,0.0,0
71168,1.0,1
71169,0.0,0
71170,5.239823828758062e-198,0
71171,3.3117214821830906e-211,0
71172,0.0,0
71173,0.0,0
71174,1.0,1
71175,0.0,0
71176,8.870421000819536e-267,0
71177,0.0,0
71178,1.0,1
71179,1.5494035757698476e-210,0
71180,0.0,0
71181,0.0,0
71182,0.0,0
71183,0.0,0
71184,0.0,0
71185,0.0,0
71186,0.0,0
71187,0.0,0
71188,0.0,0
71189,2.99121758603486e-209,0
71190,0.0,0
71191,0.0,0
71192,0.0,0
71193,0.0,0
71194,6.53465785481257e-187,0
71195,1.0,1
71196,0.0,0
71197,0.0,0
71198,1.0,1
71199,1.0,1
71200,0.0,0
71201,0.0,0
71202,0.0,0
71203,0.0,0
71204,8.138414188729596e-274,0
71205,0.0,0
71206,0.0,0
71207,0.0,0
71208,0.0,0
71209,0.0,0
71210,0.0,0
71211,4.0262507821016165e-249,0
71212,9.53140814880524e-36,0
71213,0.0,0
71214,0.0,0
71215,0.0,0
71216,0.0,0
71217,0.0,0
71218,0.0,0
71219,0.0,0
71220,2.397537148088219e-113,0
71221,0.0,0
71222,0.0,0
71223,0.0,0
71224,0.0,0
71225,1.0,1
71226,0.0,0
71227,0.0,0
71228,0.0,0
71229,0.0,0
71230,0.0,0
71231,0.0,0
71232,0.0,0
71233,0.0,0
71234,0.0,0
71235,9.51237932746472e-143,0
71236,0.0,0
71237,3.200484951691858e-90,0
71238,0.0,0
71239,0.0,0
71240,0.0,0
71241,0.0,0
71242,0.0,0
71243,0.0,0
71244,0.0,0
71245,0.0,0
71246,1.0,1
71247,0.0,0
71248,1.4078183462226149e-257,0
71249,1.0,1
71250,0.0,0
71251,0.0,0
71252,0.0,0
71253,0.0,0
71254,0.0,0
71255,0.0,0
71256,0.0,0
71257,0.0,0
71258,0.0,0
71259,0.0,0
71260,6.9035349918606885e-205,0
71261,0.0,0
71262,1.0,1
71263,0.0,0
71264,0.0,0
71265,0.0,0
71266,0.0,0
71267,1.0,1
71268,0.0,0
71269,0.0,0
71270,0.0,0
71271,0.0,0
71272,0.0,0
71273,0.0,0
71274,1.0,1
71275,0.0,0
71276,0.0,0
71277,0.0,0
71278,0.0,0
71279,0.0,0
71280,0.0,0
71281,0.0,0
71282,0.0,0
71283,0.0,0
71284,0.0,0
71285,9.732732839943854e-299,0
71286,0.0,0
71287,1.2706696300117117e-237,0
71288,0.0,0
71289,0.0,0
71290,0.0,0
71291,5.981925289592439e-17,0
71292,0.0,0
71293,0.0,0
71294,0.0,0
71295,0.0,0
71296,0.0,0
71297,0.0,0
71298,0.0,0
71299,0.0,0
71300,3.6824241516883285e-239,0
71301,0.0,0
71302,0.0,0
71303,0.0,0
71304,0.0,0
71305,0.0,0
71306,0.0,0
71307,0.0,0
71308,1.0,1
71309,0.0,0
71310,1.3853705988459624e-184,0
71311,0.0,0
71312,0.0,0
71313,0.0,0
71314,1.0,1
71315,0.0,0
71316,0.0,0
71317,0.0,0
71318,0.0,0
71319,4.746330072941544e-180,0
71320,1.0,1
71321,0.0,0
71322,0.0,0
71323,0.0,0
71324,0.0,0
71325,0.0,0
71326,0.0,0
71327,0.0,0
71328,0.0,0
71329,0.0,0
71330,0.0,0
71331,0.0,0
71332,0.0,0
71333,0.0,0
71334,0.0,0
71335,1.0,1
71336,0.0,0
71337,6.126932063941893e-70,0
71338,2.1088180172487577e-70,0
71339,0.0,0
71340,0.0,0
71341,0.0,0
71342,3.666464426732e-165,0
71343,0.0,0
71344,0.0,0
71345,1.2947917387822534e-120,0
71346,0.0,0
71347,0.0,0
71348,0.0,0
71349,0.0,0
71350,3.145177234676174e-33,0
71351,0.0,0
71352,0.0,0
71353,0.0,0
71354,0.0,0
71355,0.0,0
71356,0.0,0
71357,0.0,0
71358,1.0,1
71359,0.0,0
71360,0.0,0
71361,0.0,0
71362,0.0,0
71363,0.0,0
71364,0.0,0
71365,1.0,1
71366,0.0,0
71367,0.0,0
71368,0.0,0
71369,0.0,0
71370,0.0,0
71371,2.8882506044995135e-224,0
